main_product_smiles	secondary_products_smiles	similarity_substrates	similarity_products	reacting_atoms_in_query	reaction_id	substrate	product	num_atoms	reacting_atoms_efficiency	confidence_score	metabolite_id
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.48	[4, 3]	MNXR163284	MNXM726122	MNXM744984	2	0.077	0.976	Prednisone_23
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.471	[4, 3]	MNXR192444	MNXM726122	MNXM45917	2	0.077	0.967	Prednisone_24
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.471	[4, 3]	MNXR158799	MNXM726122	MNXM45917	2	0.077	0.967	Prednisone_24
CCCCCC=CCC=CCC=CCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.47	[4, 3]	MNXR163283	MNXM726122	MNXM731672	2	0.077	0.966	Prednisone_25
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O=O.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]	0.427	0.422	[5, 7]	MNXR189763	MNXM1103693	MNXM726122	3	0.115	0.964	Prednisone_26
CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.467	[4, 3]	MNXR158753	MNXM726122	MNXM45923	2	0.077	0.963	Prednisone_27
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.467	[4, 3]	MNXR158759	MNXM726122	MNXM45914	2	0.077	0.963	Prednisone_28
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.467	[4, 3]	MNXR158760	MNXM726122	MNXM736470	2	0.077	0.963	Prednisone_29
CCC=CCC=CCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.467	[4, 3]	MNXR105449	MNXM726122	MNXM164674	2	0.077	0.963	Prednisone_30
CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.467	[4, 3]	MNXR158807	MNXM726122	MNXM736470	2	0.077	0.963	Prednisone_29
CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.467	[4, 3]	MNXR158800	MNXM726122	MNXM45923	2	0.077	0.963	Prednisone_27
CCC=CCC=CCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.467	[4, 3]	MNXR105442	MNXM726122	MNXM164674	2	0.077	0.963	Prednisone_30
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.467	[4, 3]	MNXR158806	MNXM726122	MNXM45914	2	0.077	0.963	Prednisone_28
CCCCCC=CCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.465	[4, 3]	MNXR163282	MNXM726122	MNXM744983	2	0.077	0.961	Prednisone_31
CCCCCC=CCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.465	[4, 3]	MNXR105441	MNXM726122	MNXM730826	2	0.077	0.961	Prednisone_31
CCCCCC=CCC=CCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.465	[4, 3]	MNXR158811	MNXM726122	MNXM45912	2	0.077	0.961	Prednisone_32
CCCCCC=CCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.465	[4, 3]	MNXR105448	MNXM726122	MNXM730826	2	0.077	0.961	Prednisone_31
Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(CC(=O)C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(=O)CC43C)c2cc1C	O.[H+]	0.062	0.782	[7, 5]	MNXR107147	MNXM1820	MNXM270	3	0.115	0.959	Prednisone_33
CCCCCCCCCCCCCCCCCCC=CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.458	[4, 3]	MNXR158794	MNXM726122	MNXM744569	2	0.077	0.954	Prednisone_34
CCCCCCCCCCCCCCCCCCC=CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.458	[4, 3]	MNXR158747	MNXM726122	MNXM744569	2	0.077	0.954	Prednisone_34
CCCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158734	MNXM726122	MNXM744573	2	0.077	0.95	Prednisone_35
CCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR105446	MNXM726122	MNXM164676	2	0.077	0.95	Prednisone_36
CCCCCCCCC=CCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158743	MNXM726122	MNXM45919	2	0.077	0.95	Prednisone_37
CCCCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158735	MNXM726122	MNXM45910	2	0.077	0.95	Prednisone_38
CCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR105439	MNXM726122	MNXM164676	2	0.077	0.95	Prednisone_36
CCCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158728	MNXM726122	MNXM744568	2	0.077	0.95	Prednisone_39
CCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158727	MNXM726122	MNXM744570	2	0.077	0.95	Prednisone_40
CCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158722	MNXM726122	MNXM45903	2	0.077	0.95	Prednisone_41
CCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158721	MNXM726122	MNXM744572	2	0.077	0.95	Prednisone_42
CCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158719	MNXM726122	MNXM744571	2	0.077	0.95	Prednisone_43
CCCCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR105447	MNXM726122	MNXM730830	2	0.077	0.95	Prednisone_44
CCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR163356	MNXM726122	MNXM736463	2	0.077	0.95	Prednisone_45
CCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR158725	MNXM726122	MNXM744574	2	0.077	0.95	Prednisone_46
CCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR189066	MNXM726122	MNXM730833	2	0.077	0.95	Prednisone_47
CCCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158775	MNXM726122	MNXM744568	2	0.077	0.95	Prednisone_39
CCCCCCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158789	MNXM726122	MNXM45918	2	0.077	0.95	Prednisone_48
CCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158768	MNXM726122	MNXM744572	2	0.077	0.95	Prednisone_42
CCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158769	MNXM726122	MNXM45903	2	0.077	0.95	Prednisone_41
CCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158772	MNXM726122	MNXM744574	2	0.077	0.95	Prednisone_46
CCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR105445	MNXM726122	MNXM730833	2	0.077	0.95	Prednisone_47
CCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158774	MNXM726122	MNXM744570	2	0.077	0.95	Prednisone_40
CCCCCCCCC=CCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR189068	MNXM726122	MNXM730830	2	0.077	0.95	Prednisone_44
CCCCCCCCC=CCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158790	MNXM726122	MNXM45919	2	0.077	0.95	Prednisone_37
CCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158766	MNXM726122	MNXM744571	2	0.077	0.95	Prednisone_43
CCCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158781	MNXM726122	MNXM744573	2	0.077	0.95	Prednisone_35
CCCCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158782	MNXM726122	MNXM45910	2	0.077	0.95	Prednisone_38
CCCCCCCCCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.454	[4, 3]	MNXR190364	MNXM726122	MNXM736463	2	0.077	0.95	Prednisone_45
CCCCCCCCC=CCCCCCCCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.454	[4, 3]	MNXR158784	MNXM726122	MNXM45911	2	0.077	0.95	Prednisone_49
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OS(=O)(=O)[O-])C(=O)CO	O	0.419	0.445	[3, 4]	MNXR104607	MNXM726122	MNXM91512	2	0.077	0.941	Prednisone_8
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC1C(O)C(COS(=O)(=O)[O-])OC(O)C1NS(=O)(=O)[O-])C(=O)CO	O.[H+].[H+]	0.198	0.661	[3, 4]	MNXR108938	MNXM1105765	MNXM3837	2	0.077	0.936	Prednisone_50
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(N2CNc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.435	[4, 3]	CHOLESACATc	chsterol	xolest2_hs	2	0.077	0.931	Prednisone_51
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	O	0.419	0.435	[4, 3]	MNXR147322	MNXM726122	MNXM740183	2	0.077	0.931	Prednisone_51
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.419	0.435	[4, 3]	MNXR104472	MNXM726122	MNXM90954	2	0.077	0.931	Prednisone_51
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)CO)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(=O)CC43C)C2O)C(O)C1O)NC(C)=O	O	0.242	0.602	[4, 3]	MNXR148198	MNXM1106046	MNXM737637	2	0.077	0.921	Prednisone_52
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)C1O)NC(C)=O	O	0.242	0.595	[4, 3]	MNXR134405	MNXM1106046	MNXM729037	2	0.077	0.914	Prednisone_53
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O)C(=O)CO	Nc1ncnc2ncnc12	0.279	0.553	[3, 4]	MNXR146575	MNXM1104543	MNXM733374	2	0.077	0.909	Prednisone_54
Cc1c(C)c2c(c(C)c1[O-])CCC(C)(CCC(=O)OC1(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC31C)O2	O	0.198	0.631	[4, 3]	MNXR143342	MNXM1105765	MNXM739689	2	0.077	0.906	Prednisone_55
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	0.338	0.289	[14, 12, 13, 11, 9, 0, 15]	MNXR158087	MNXM744476	MNXM728837	7	0.269	0.896	Prednisone_1
Cc1c([O-])cc2c(c1C)OC(C)(CCC(=O)OC1(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC31C)CC2	O	0.198	0.619	[4, 3]	MNXR103697	MNXM1105765	MNXM163393	2	0.077	0.894	Prednisone_56
COc1cc(C=CC(=O)OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)ccc1O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.269	0.535	[4, 3]	MNXR147555	MNXM736788	MNXM731207	2	0.077	0.881	Prednisone_57
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)OC3(C(=O)CO)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(=O)CC43C)C21		0.198	0.604	[4, 3]	MNXR162726	MNXM1105765	MNXM744884	2	0.077	0.879	Prednisone_58
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)OC3(C(=O)CO)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(=O)CC43C)C21	O	0.198	0.604	[4, 3]	MNXR162725	MNXM1105765	MNXM744884	2	0.077	0.879	Prednisone_58
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])OC1OC(CO)C(O)C(O)C1O	O=c1ccn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)n1.[H+]	0.274	0.528	[7, 8]	MNXR146942	MNXM1104529	MNXM737064	2	0.077	0.879	Prednisone_59
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)CO	O	0.288	0.506	[3, 4]	MNXR154834	MNXM744660	MNXM744661	2	0.077	0.871	Prednisone_60
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)CO	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS	0.269	0.516	[4, 3]	MNXR107245	MNXM736788	MNXM727308	2	0.077	0.862	Prednisone_61
CC(=O)NC1C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)OC(CO)C(O)C1O	O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)n1	0.209	0.573	[3, 4]	MNXR96155	MNXM91318	MNXM1104520	2	0.077	0.859	Prednisone_62
COC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+]	0.367	0.407	[3, 4]	MNXR110281	MNXM5628	MNXM7090	2	0.077	0.851	Prednisone_63
COC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+]	0.367	0.407	[4, 3]	MNXR110283	MNXM5629	MNXM7092	2	0.077	0.851	Prednisone_63
CC(=O)NC1C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)OC(CO)C(O)C1O	O	0.198	0.572	[3, 4]	MNXR190172	MNXM1105935	MNXM1106005	2	0.077	0.847	Prednisone_62
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COC1OC(C(=O)O)C(O)C(O)C1O	O	0.253	0.477	[5, 7, 8]	MNXR155377	MNXM744668	MNXM744674	3	0.115	0.845	Prednisone_64
CC12C=CC(=O)C=C1CCC1C2C(=O)C(O)C2(C)C1CCC2(O)C(=O)CO	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O	0.312	0.302	[9, 11, 12, 14, 15, 0]	MNXR103610	MNXM738432	MNXM735592	6	0.231	0.845	Prednisone_7
COC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+]	0.365	0.403	[3, 4]	MNXR110282	MNXM5626	MNXM7086	2	0.077	0.845	Prednisone_63
COC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+]	0.365	0.402	[4, 3]	MNXR110284	MNXM5627	MNXM7088	2	0.077	0.844	Prednisone_63
CC12C=CC(=O)C=C1CC(O)C1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O	0.312	0.3	[15, 16, 17, 18, 24, 14]	MNXR103610	MNXM738432	MNXM735592	6	0.231	0.843	Prednisone_5
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CC(O)C2(O)C(=O)CO	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O	0.285	0.345	[9, 0, 1, 2, 3]	MNXR103638	MNXM734122	MNXM3794	5	0.192	0.822	Prednisone_15
CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O	0.312	0.27	[18, 17, 16, 15, 14, 24]	MNXR103610	MNXM738432	MNXM735592	6	0.231	0.813	Prednisone_6
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC1OC(CO)C(O)C(O)C1O)C(=O)CO	O	0.26	0.467	[3, 4]	MNXR148855	MNXM727115	MNXM727104	2	0.077	0.804	Prednisone_65
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OC(=O)c1ccccc1)C(=O)CO	O	0.267	0.454	[3, 4]	MNXR190826	MNXM1104153	MNXM1104184	2	0.077	0.798	Prednisone_12
COC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C	Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+]	0.345	0.371	[4, 3]	MNXR139466	MNXM722944	MNXM6393	2	0.077	0.793	Prednisone_63
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)C(O)C1O)NC(C)=O	O	0.147	0.567	[4, 3]	MNXR100150	MNXM1108175	MNXM1104229	2	0.077	0.791	Prednisone_66
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)C(O)C1O)NC(C)=O	O	0.147	0.567	[4, 3]	MNXR148116	MNXM1108176	MNXM732114	2	0.077	0.791	Prednisone_66
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2(C(=O)CO)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)C(O)C1O)NC(C)=O	O	0.147	0.567	[4, 3]	MNXR134360	MNXM112	MNXM732114	2	0.077	0.791	Prednisone_66
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(OS(=O)(=O)[O-])C(=O)CO	O	0.327	0.384	[3, 4]	MNXR162510	MNXM730462	MNXM42074	2	0.077	0.788	Prednisone_8
